idcountry,anzsco_4digit,anzsco_title,runup_from_2019,runup_from_2020
ACT,5522,Credit and Loans Officers,0.4200915235677276,0.8685911753640223
ACT,5523,"Insurance, Money Market and Statistical Clerks",-0.01129944417117712,0.4519859029642286
ACT,5611,Betting Clerks,0,0
ACT,5612,Couriers and Postal Deliverers,0.6207793655083418,0.8534016230412456
ACT,5613,Filing and Registry Clerks,-0.05547908520613687,0.3405072317776736
ACT,5614,Mail Sorters,0.060625320346912426,0.019801250824919403
ACT,5615,Survey Interviewers,-0.06637527131943943,0.20613106799684455
ACT,5616,Switchboard Operators,-0.2967318195195903,-0.05311035195967351
ACT,5619,Other Clerical and Office Support Workers,0.5753633710944757,0.428039334745551
ACT,5911,Purchasing and Supply Logistics Clerks,0.022147065818890255,0.165498499297553
ACT,5912,Transport and Despatch Clerks,0.8029282019480806,0.8071564951483612
ACT,5991,Conveyancers and Legal Executives,0.681451307300573,0.7466543682209612
ACT,5992,Court and Legal Clerks,0.23967278769164757,0.7298795324182512
ACT,5993,Debt Collectors,-0.13268644955492892,-0.09038375866539972
ACT,5994,Human Resource Clerks,0.6793539954139202,0.9267620317414503
ACT,5995,Inspectors and Regulatory Officers,0.5085568082591867,0.5076129478598306
ACT,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",0.6455193153483683,0.5067688147757181
ACT,5997,Library Assistants,0.24686039043147712,0.7576866808643566
ACT,5999,Other Miscellaneous Clerical and Administrative Workers,0.29711604510968126,0.625093884105153
ACT,6111,"Auctioneers, and Stock and Station Agents",0,0
ACT,6112,Insurance Agents,0.33024180507710166,0.3002608859086404
ACT,6113,Sales Representatives,0.21048895955722946,0.38862769279792353
ACT,6121,Real Estate Sales Agents,0.17531815088539027,0.15008901983096168
ACT,6211,Sales Assistants (General),0.40277896692943127,0.6524701996650837
ACT,6212,ICT Sales Assistants,0.4367182669966948,0.46081630638075244
ACT,6213,Motor Vehicle and Vehicle Parts Salespersons,0.2727904326713344,0.3228664298608366
ACT,6214,Pharmacy Sales Assistants,0.5858182387984405,0.8415671442989052
ACT,6215,Retail Supervisors,0.7259370437055159,0.9387176017986335
ACT,6216,Service Station Attendants,0.42199547973120155,-0.4324206303396495
ACT,6217,Street Vendors and Related Salespersons,0.019417904861503632,0.21357475963944283
ACT,6219,Other Sales Assistants and Salespersons,0.00851009427457683,0.49401858313325475
