freq,asset10,nace_r2,na_item,unit,geo,t,value,value_qualifier
A,N11N,A,GVA_NCS,I15,AT,1995,104.391,final
A,N11N,A,GVA_NCS,I15,AT,1996,102.595,final
A,N11N,A,GVA_NCS,I15,AT,1997,100.409,final
A,N11N,A,GVA_NCS,I15,AT,1998,103.87,final
A,N11N,A,GVA_NCS,I15,AT,1999,107.289,final
A,N11N,A,GVA_NCS,I15,AT,2000,102.197,final
A,N11N,A,GVA_NCS,I15,AT,2001,100.401,final
A,N11N,A,GVA_NCS,I15,AT,2002,98.029,final
A,N11N,A,GVA_NCS,I15,AT,2003,94.884,final
A,N11N,A,GVA_NCS,I15,AT,2004,102.258,final
A,N11N,A,GVA_NCS,I15,AT,2005,99.024,final
A,N11N,A,GVA_NCS,I15,AT,2006,97.104,final
A,N11N,A,GVA_NCS,I15,AT,2007,105.095,final
A,N11N,A,GVA_NCS,I15,AT,2008,110.905,final
A,N11N,A,GVA_NCS,I15,AT,2009,102.187,final
A,N11N,A,GVA_NCS,I15,AT,2010,95.951,final
A,N11N,A,GVA_NCS,I15,AT,2011,108.283,final
A,N11N,A,GVA_NCS,I15,AT,2012,99.189,final
A,N11N,A,GVA_NCS,I15,AT,2013,95.404,final
A,N11N,A,GVA_NCS,I15,AT,2014,98.009,final
A,N11N,A,GVA_NCS,I15,AT,2015,100,final
A,N11N,A,GVA_NCS,I15,AT,2016,102.539,final
A,N11N,A,GVA_NCS,I15,AT,2017,107.616,final
A,N11N,A,GVA_NCS,I15,AT,2018,110.31,final
A,N11N,A,GVA_NCS,I15,AT,2019,106.486,final
A,N11N,A,GVA_NCS,I15,AT,2020,98.097,final
A,N11N,A,GVA_NCS,I15,AT,2021,102.504,final
A,N11N,A,GVA_NCS,I15,AT,2022,108.89,final
A,N11N,A,GVA_NCS,I15,BE,1995,71.304,final
A,N11N,A,GVA_NCS,I15,BE,1996,73.268,final
A,N11N,A,GVA_NCS,I15,BE,1997,77.436,final
A,N11N,A,GVA_NCS,I15,BE,1998,82.509,final
A,N11N,A,GVA_NCS,I15,BE,1999,85.498,final
A,N11N,A,GVA_NCS,I15,BE,2000,93.973,final
A,N11N,A,GVA_NCS,I15,BE,2001,89.538,final
A,N11N,A,GVA_NCS,I15,BE,2002,100.194,final
A,N11N,A,GVA_NCS,I15,BE,2003,99.603,final
A,N11N,A,GVA_NCS,I15,BE,2004,108.99,final
A,N11N,A,GVA_NCS,I15,BE,2005,107.121,final
A,N11N,A,GVA_NCS,I15,BE,2006,115.125,final
A,N11N,A,GVA_NCS,I15,BE,2007,112.292,final
A,N11N,A,GVA_NCS,I15,BE,2008,109.422,final
A,N11N,A,GVA_NCS,I15,BE,2009,98.773,final
A,N11N,A,GVA_NCS,I15,BE,2010,106.905,final
A,N11N,A,GVA_NCS,I15,BE,2011,105.038,final
A,N11N,A,GVA_NCS,I15,BE,2012,102.092,final
A,N11N,A,GVA_NCS,I15,BE,2013,86.027,final
A,N11N,A,GVA_NCS,I15,BE,2014,85.059,final
A,N11N,A,GVA_NCS,I15,BE,2015,100,final
A,N11N,A,GVA_NCS,I15,BE,2016,91.75,final
A,N11N,A,GVA_NCS,I15,BE,2017,93.954,final
A,N11N,A,GVA_NCS,I15,BE,2018,83.549,final
A,N11N,A,GVA_NCS,I15,BE,2019,81.027,final
A,N11N,A,GVA_NCS,I15,BE,2020,77.747,final
A,N11N,A,GVA_NCS,I15,BE,2021,76.744,final
A,N11N,A,GVA_NCS,I15,BE,2022,63.804,provisional
A,N11N,A,GVA_NCS,I15,CZ,1995,141.371,final
A,N11N,A,GVA_NCS,I15,CZ,1996,129.177,final
A,N11N,A,GVA_NCS,I15,CZ,1997,116.49,final
A,N11N,A,GVA_NCS,I15,CZ,1998,118.912,final
A,N11N,A,GVA_NCS,I15,CZ,1999,121.239,final
A,N11N,A,GVA_NCS,I15,CZ,2000,120.517,final
A,N11N,A,GVA_NCS,I15,CZ,2001,117.085,final
A,N11N,A,GVA_NCS,I15,CZ,2002,109.286,final
A,N11N,A,GVA_NCS,I15,CZ,2003,111.1,final
A,N11N,A,GVA_NCS,I15,CZ,2004,123.643,final
A,N11N,A,GVA_NCS,I15,CZ,2005,136.232,final
A,N11N,A,GVA_NCS,I15,CZ,2006,126.472,final
A,N11N,A,GVA_NCS,I15,CZ,2007,94.73,final
A,N11N,A,GVA_NCS,I15,CZ,2008,94.824,final
A,N11N,A,GVA_NCS,I15,CZ,2009,123.042,final
A,N11N,A,GVA_NCS,I15,CZ,2010,98.841,final
A,N11N,A,GVA_NCS,I15,CZ,2011,90.154,final
A,N11N,A,GVA_NCS,I15,CZ,2012,93.671,final
A,N11N,A,GVA_NCS,I15,CZ,2013,88.929,final
A,N11N,A,GVA_NCS,I15,CZ,2014,92.421,final
A,N11N,A,GVA_NCS,I15,CZ,2015,100,final
A,N11N,A,GVA_NCS,I15,CZ,2016,102.283,final
A,N11N,A,GVA_NCS,I15,CZ,2017,95.227,final
A,N11N,A,GVA_NCS,I15,CZ,2018,95.807,final
A,N11N,A,GVA_NCS,I15,CZ,2019,97.786,final
A,N11N,A,GVA_NCS,I15,CZ,2020,103.375,final
A,N11N,A,GVA_NCS,I15,CZ,2021,86.628,final
A,N11N,A,GVA_NCS,I15,CZ,2022,85.478,final
A,N11N,A,GVA_NCS,I15,CZ,2023,82.047,final
A,N11N,A,GVA_NCS,I15,DE,1995,81.842,final
A,N11N,A,GVA_NCS,I15,DE,1996,85.139,final
A,N11N,A,GVA_NCS,I15,DE,1997,86.574,final
A,N11N,A,GVA_NCS,I15,DE,1998,85.229,final
A,N11N,A,GVA_NCS,I15,DE,1999,92.723,final
A,N11N,A,GVA_NCS,I15,DE,2000,89.561,final
A,N11N,A,GVA_NCS,I15,DE,2001,87.096,final
A,N11N,A,GVA_NCS,I15,DE,2002,86.764,final
A,N11N,A,GVA_NCS,I15,DE,2003,89.763,final
A,N11N,A,GVA_NCS,I15,DE,2004,118.857,final
A,N11N,A,GVA_NCS,I15,DE,2005,87.145,final
A,N11N,A,GVA_NCS,I15,DE,2006,81.369,final
A,N11N,A,GVA_NCS,I15,DE,2007,101.727,final
A,N11N,A,GVA_NCS,I15,DE,2008,120.12,final
A,N11N,A,GVA_NCS,I15,DE,2009,116.692,final
A,N11N,A,GVA_NCS,I15,DE,2010,104.128,final
A,N11N,A,GVA_NCS,I15,DE,2011,98.929,final
A,N11N,A,GVA_NCS,I15,DE,2012,101.949,final
A,N11N,A,GVA_NCS,I15,DE,2013,104.859,final
A,N11N,A,GVA_NCS,I15,DE,2014,115.347,final
A,N11N,A,GVA_NCS,I15,DE,2015,100,final
A,N11N,A,GVA_NCS,I15,DE,2016,99.329,final
A,N11N,A,GVA_NCS,I15,DE,2017,106.188,final
A,N11N,A,GVA_NCS,I15,DE,2018,88.296,final
A,N11N,A,GVA_NCS,I15,DE,2019,101.225,final
A,N11N,A,GVA_NCS,I15,DE,2020,105.087,provisional
A,N11N,A,GVA_NCS,I15,DE,2021,114.653,provisional
A,N11N,A,GVA_NCS,I15,DE,2022,108.342,provisional
A,N11N,A,GVA_NCS,I15,DK,1975,40.126,final
A,N11N,A,GVA_NCS,I15,DK,1976,34.516,final
A,N11N,A,GVA_NCS,I15,DK,1977,38.596,final
A,N11N,A,GVA_NCS,I15,DK,1978,38.677,final
A,N11N,A,GVA_NCS,I15,DK,1979,37.895,final
A,N11N,A,GVA_NCS,I15,DK,1980,37.979,final
A,N11N,A,GVA_NCS,I15,DK,1981,42.121,final
A,N11N,A,GVA_NCS,I15,DK,1982,46.123,final
A,N11N,A,GVA_NCS,I15,DK,1983,43.567,final
A,N11N,A,GVA_NCS,I15,DK,1984,52.753,final
A,N11N,A,GVA_NCS,I15,DK,1985,51.526,final
A,N11N,A,GVA_NCS,I15,DK,1986,50.698,final
A,N11N,A,GVA_NCS,I15,DK,1987,45.692,final
A,N11N,A,GVA_NCS,I15,DK,1988,46.384,final
A,N11N,A,GVA_NCS,I15,DK,1989,52.198,final
A,N11N,A,GVA_NCS,I15,DK,1990,53.071,final
A,N11N,A,GVA_NCS,I15,DK,1991,52.04,final
A,N11N,A,GVA_NCS,I15,DK,1992,53.29,final
A,N11N,A,GVA_NCS,I15,DK,1993,67.587,final
A,N11N,A,GVA_NCS,I15,DK,1994,71.147,final
A,N11N,A,GVA_NCS,I15,DK,1995,75.725,final
A,N11N,A,GVA_NCS,I15,DK,1996,78.593,final
A,N11N,A,GVA_NCS,I15,DK,1997,82.147,final
A,N11N,A,GVA_NCS,I15,DK,1998,84.596,final
A,N11N,A,GVA_NCS,I15,DK,1999,86.063,final
A,N11N,A,GVA_NCS,I15,DK,2000,93.786,final
A,N11N,A,GVA_NCS,I15,DK,2001,96.959,final
A,N11N,A,GVA_NCS,I15,DK,2002,93.309,final
A,N11N,A,GVA_NCS,I15,DK,2003,94.717,final
A,N11N,A,GVA_NCS,I15,DK,2004,97.873,final
A,N11N,A,GVA_NCS,I15,DK,2005,93.029,final
A,N11N,A,GVA_NCS,I15,DK,2006,96.352,final
A,N11N,A,GVA_NCS,I15,DK,2007,102.329,final
A,N11N,A,GVA_NCS,I15,DK,2008,75.362,final
A,N11N,A,GVA_NCS,I15,DK,2009,72.713,final
A,N11N,A,GVA_NCS,I15,DK,2010,98.354,final
A,N11N,A,GVA_NCS,I15,DK,2011,87.261,final
A,N11N,A,GVA_NCS,I15,DK,2012,99.674,final
A,N11N,A,GVA_NCS,I15,DK,2013,96.18,final
A,N11N,A,GVA_NCS,I15,DK,2014,115.556,final
A,N11N,A,GVA_NCS,I15,DK,2015,100,final
A,N11N,A,GVA_NCS,I15,DK,2016,86.373,final
A,N11N,A,GVA_NCS,I15,DK,2017,100.674,final
A,N11N,A,GVA_NCS,I15,DK,2018,101.617,final
A,N11N,A,GVA_NCS,I15,DK,2019,106.766,final
A,N11N,A,GVA_NCS,I15,DK,2020,111.462,final
A,N11N,A,GVA_NCS,I15,DK,2021,126.651,final
A,N11N,A,GVA_NCS,I15,DK,2022,135.773,final
A,N11N,A,GVA_NCS,I15,DK,2023,134.059,final
A,N11N,A,GVA_NCS,I15,EE,2000,245.187,final
A,N11N,A,GVA_NCS,I15,EE,2001,169.86,final
A,N11N,A,GVA_NCS,I15,EE,2002,170.41,final
A,N11N,A,GVA_NCS,I15,EE,2003,170.51,final
A,N11N,A,GVA_NCS,I15,EE,2004,154.863,final
A,N11N,A,GVA_NCS,I15,EE,2005,133.031,final
A,N11N,A,GVA_NCS,I15,EE,2006,126.454,final
A,N11N,A,GVA_NCS,I15,EE,2007,144.723,final
A,N11N,A,GVA_NCS,I15,EE,2008,131.408,final
A,N11N,A,GVA_NCS,I15,EE,2009,105.409,final
A,N11N,A,GVA_NCS,I15,EE,2010,111.499,final
A,N11N,A,GVA_NCS,I15,EE,2011,111.51,final
A,N11N,A,GVA_NCS,I15,EE,2012,105.769,final
A,N11N,A,GVA_NCS,I15,EE,2013,93.942,final
A,N11N,A,GVA_NCS,I15,EE,2014,99.828,final
A,N11N,A,GVA_NCS,I15,EE,2015,100,final
A,N11N,A,GVA_NCS,I15,EE,2016,74.52,final
A,N11N,A,GVA_NCS,I15,EE,2017,76.681,final
A,N11N,A,GVA_NCS,I15,EE,2018,65.073,final
A,N11N,A,GVA_NCS,I15,EE,2019,79.207,final
A,N11N,A,GVA_NCS,I15,EE,2020,80.696,final
A,N11N,A,GVA_NCS,I15,EE,2021,62.89,final
A,N11N,A,GVA_NCS,I15,EL,1995,129.64,final
A,N11N,A,GVA_NCS,I15,EL,1996,127.167,final
A,N11N,A,GVA_NCS,I15,EL,1997,126.499,final
A,N11N,A,GVA_NCS,I15,EL,1998,126.676,final
A,N11N,A,GVA_NCS,I15,EL,1999,127.834,final
A,N11N,A,GVA_NCS,I15,EL,2000,121.448,final
A,N11N,A,GVA_NCS,I15,EL,2001,118.041,final
A,N11N,A,GVA_NCS,I15,EL,2002,115.112,final
A,N11N,A,GVA_NCS,I15,EL,2003,113.164,final
A,N11N,A,GVA_NCS,I15,EL,2004,112.831,final
A,N11N,A,GVA_NCS,I15,EL,2005,114.572,final
A,N11N,A,GVA_NCS,I15,EL,2006,98.12,final
A,N11N,A,GVA_NCS,I15,EL,2007,82.017,final
A,N11N,A,GVA_NCS,I15,EL,2008,78.836,final
A,N11N,A,GVA_NCS,I15,EL,2009,81.445,final
A,N11N,A,GVA_NCS,I15,EL,2012,99.488,final
A,N11N,A,GVA_NCS,I15,EL,2013,94.421,final
A,N11N,A,GVA_NCS,I15,EL,2014,101.223,final
A,N11N,A,GVA_NCS,I15,EL,2015,100,final
A,N11N,A,GVA_NCS,I15,EL,2016,92.974,final
A,N11N,A,GVA_NCS,I15,EL,2017,105.687,final
A,N11N,A,GVA_NCS,I15,EL,2018,104.136,final
A,N11N,A,GVA_NCS,I15,EL,2019,110.889,provisional
A,N11N,A,GVA_NCS,I15,EL,2020,101.455,provisional
A,N11N,A,GVA_NCS,I15,EL,2021,96.435,provisional
A,N11N,A,GVA_NCS,I15,ES,2000,140.032,final
A,N11N,A,GVA_NCS,I15,ES,2001,132.455,final
A,N11N,A,GVA_NCS,I15,ES,2002,127.499,final
A,N11N,A,GVA_NCS,I15,ES,2003,120.936,final
A,N11N,A,GVA_NCS,I15,ES,2004,113.536,final
A,N11N,A,GVA_NCS,I15,ES,2005,100.025,final
A,N11N,A,GVA_NCS,I15,ES,2006,103.191,final
A,N11N,A,GVA_NCS,I15,ES,2007,107.155,final
A,N11N,A,GVA_NCS,I15,ES,2008,100.813,final
A,N11N,A,GVA_NCS,I15,ES,2009,94.584,final
A,N11N,A,GVA_NCS,I15,ES,2010,95.545,final
A,N11N,A,GVA_NCS,I15,ES,2011,99.073,final
A,N11N,A,GVA_NCS,I15,ES,2012,89.002,final
A,N11N,A,GVA_NCS,I15,ES,2013,100.526,final
A,N11N,A,GVA_NCS,I15,ES,2014,97.878,final
A,N11N,A,GVA_NCS,I15,ES,2015,100,final
A,N11N,A,GVA_NCS,I15,ES,2016,100.873,final
A,N11N,A,GVA_NCS,I15,ES,2017,93.309,final
A,N11N,A,GVA_NCS,I15,ES,2018,97.213,final
A,N11N,A,GVA_NCS,I15,ES,2019,88.484,final
A,N11N,A,GVA_NCS,I15,ES,2020,87.671,provisional
A,N11N,A,GVA_NCS,I15,FI,1980,87.159,final
A,N11N,A,GVA_NCS,I15,FI,1981,75.907,final
A,N11N,A,GVA_NCS,I15,FI,1982,76.214,final
A,N11N,A,GVA_NCS,I15,FI,1983,79.919,final
A,N11N,A,GVA_NCS,I15,FI,1984,82.052,final
A,N11N,A,GVA_NCS,I15,FI,1985,78.77,final
A,N11N,A,GVA_NCS,I15,FI,1986,74.434,final
A,N11N,A,GVA_NCS,I15,FI,1987,62.197,final
A,N11N,A,GVA_NCS,I15,FI,1988,69.491,final
A,N11N,A,GVA_NCS,I15,FI,1989,68.993,final
A,N11N,A,GVA_NCS,I15,FI,1990,75.695,final
A,N11N,A,GVA_NCS,I15,FI,1991,73.845,final
A,N11N,A,GVA_NCS,I15,FI,1992,73.42,final
A,N11N,A,GVA_NCS,I15,FI,1993,82.449,final
A,N11N,A,GVA_NCS,I15,FI,1994,86.211,final
A,N11N,A,GVA_NCS,I15,FI,1995,86.123,final
A,N11N,A,GVA_NCS,I15,FI,1996,83.013,final
A,N11N,A,GVA_NCS,I15,FI,1997,88.848,final
A,N11N,A,GVA_NCS,I15,FI,1998,79.072,final
A,N11N,A,GVA_NCS,I15,FI,1999,78.077,final
A,N11N,A,GVA_NCS,I15,FI,2000,83.916,final
A,N11N,A,GVA_NCS,I15,FI,2001,81.371,final
A,N11N,A,GVA_NCS,I15,FI,2002,80.197,final
A,N11N,A,GVA_NCS,I15,FI,2003,76.723,final
A,N11N,A,GVA_NCS,I15,FI,2004,75.797,final
A,N11N,A,GVA_NCS,I15,FI,2005,78.802,final
A,N11N,A,GVA_NCS,I15,FI,2006,80.066,final
A,N11N,A,GVA_NCS,I15,FI,2007,84.571,final
A,N11N,A,GVA_NCS,I15,FI,2008,84.099,final
A,N11N,A,GVA_NCS,I15,FI,2009,89.789,final
A,N11N,A,GVA_NCS,I15,FI,2010,90.619,final
A,N11N,A,GVA_NCS,I15,FI,2011,89.762,final
A,N11N,A,GVA_NCS,I15,FI,2012,87.846,final
A,N11N,A,GVA_NCS,I15,FI,2013,89.161,final
A,N11N,A,GVA_NCS,I15,FI,2014,95.15,final
A,N11N,A,GVA_NCS,I15,FI,2015,100,final
A,N11N,A,GVA_NCS,I15,FI,2016,103.553,final
A,N11N,A,GVA_NCS,I15,FI,2017,106.737,final
A,N11N,A,GVA_NCS,I15,FI,2018,106.473,final
A,N11N,A,GVA_NCS,I15,FI,2019,112.425,final
A,N11N,A,GVA_NCS,I15,FI,2020,115.527,final
A,N11N,A,GVA_NCS,I15,FI,2021,118.191,final
A,N11N,A,GVA_NCS,I15,FI,2022,117.372,final
A,N11N,A,GVA_NCS,I15,FI,2023,114.404,final
A,N11N,A,GVA_NCS,I15,FR,1978,19.848,final
A,N11N,A,GVA_NCS,I15,FR,1979,22.452,final
A,N11N,A,GVA_NCS,I15,FR,1980,23.417,final
A,N11N,A,GVA_NCS,I15,FR,1981,24.348,final
A,N11N,A,GVA_NCS,I15,FR,1982,30.007,final
A,N11N,A,GVA_NCS,I15,FR,1983,29.26,final
A,N11N,A,GVA_NCS,I15,FR,1984,32.018,final
A,N11N,A,GVA_NCS,I15,FR,1985,35.078,final
A,N11N,A,GVA_NCS,I15,FR,1986,36.197,final
A,N11N,A,GVA_NCS,I15,FR,1987,38.204,final
A,N11N,A,GVA_NCS,I15,FR,1988,38.032,final
A,N11N,A,GVA_NCS,I15,FR,1989,40.066,final
A,N11N,A,GVA_NCS,I15,FR,1990,43.63,final
A,N11N,A,GVA_NCS,I15,FR,1991,41.871,final
A,N11N,A,GVA_NCS,I15,FR,1992,49.756,final
A,N11N,A,GVA_NCS,I15,FR,1993,48.226,final
A,N11N,A,GVA_NCS,I15,FR,1994,49.747,final
A,N11N,A,GVA_NCS,I15,FR,1995,52.836,final
A,N11N,A,GVA_NCS,I15,FR,1996,57.498,final
A,N11N,A,GVA_NCS,I15,FR,1997,58.355,final
A,N11N,A,GVA_NCS,I15,FR,1998,60.338,final
A,N11N,A,GVA_NCS,I15,FR,1999,63.952,final
A,N11N,A,GVA_NCS,I15,FR,2000,64.846,final
A,N11N,A,GVA_NCS,I15,FR,2001,65.629,final
A,N11N,A,GVA_NCS,I15,FR,2002,70.779,final
A,N11N,A,GVA_NCS,I15,FR,2003,61.853,final
A,N11N,A,GVA_NCS,I15,FR,2004,76.971,final
A,N11N,A,GVA_NCS,I15,FR,2005,74.238,final
A,N11N,A,GVA_NCS,I15,FR,2006,76.612,final
A,N11N,A,GVA_NCS,I15,FR,2007,77.421,final
A,N11N,A,GVA_NCS,I15,FR,2008,81.304,final
A,N11N,A,GVA_NCS,I15,FR,2009,89.287,final
A,N11N,A,GVA_NCS,I15,FR,2010,88.336,final
A,N11N,A,GVA_NCS,I15,FR,2011,93.851,final
A,N11N,A,GVA_NCS,I15,FR,2012,86.325,final
A,N11N,A,GVA_NCS,I15,FR,2013,84.614,final
A,N11N,A,GVA_NCS,I15,FR,2014,98.224,final
A,N11N,A,GVA_NCS,I15,FR,2015,100,final
A,N11N,A,GVA_NCS,I15,FR,2016,89.475,final
A,N11N,A,GVA_NCS,I15,FR,2017,98.684,final
A,N11N,A,GVA_NCS,I15,FR,2018,104.446,final
A,N11N,A,GVA_NCS,I15,FR,2019,103.41,final
A,N11N,A,GVA_NCS,I15,FR,2020,98.626,final
A,N11N,A,GVA_NCS,I15,FR,2021,95.524,provisional
A,N11N,A,GVA_NCS,I15,FR,2022,102.82,provisional
A,N11N,A,GVA_NCS,I15,HU,1995,71.129,final
A,N11N,A,GVA_NCS,I15,HU,1996,74.358,final
A,N11N,A,GVA_NCS,I15,HU,1997,70.714,final
A,N11N,A,GVA_NCS,I15,HU,1998,73.392,final
A,N11N,A,GVA_NCS,I15,HU,1999,74.999,final
A,N11N,A,GVA_NCS,I15,HU,2000,68.183,final
A,N11N,A,GVA_NCS,I15,HU,2001,77.079,final
A,N11N,A,GVA_NCS,I15,HU,2002,64.874,final
A,N11N,A,GVA_NCS,I15,HU,2003,66.347,final
A,N11N,A,GVA_NCS,I15,HU,2004,100.751,final
A,N11N,A,GVA_NCS,I15,HU,2005,96.541,final
A,N11N,A,GVA_NCS,I15,HU,2006,92.033,final
A,N11N,A,GVA_NCS,I15,HU,2007,74.561,final
A,N11N,A,GVA_NCS,I15,HU,2008,116.196,final
A,N11N,A,GVA_NCS,I15,HU,2009,103.593,final
A,N11N,A,GVA_NCS,I15,HU,2010,81.078,final
A,N11N,A,GVA_NCS,I15,HU,2011,95.344,final
A,N11N,A,GVA_NCS,I15,HU,2012,75.504,final
A,N11N,A,GVA_NCS,I15,HU,2013,86.746,final
A,N11N,A,GVA_NCS,I15,HU,2014,99.519,final
A,N11N,A,GVA_NCS,I15,HU,2015,100,final
A,N11N,A,GVA_NCS,I15,HU,2016,114.037,final
A,N11N,A,GVA_NCS,I15,HU,2017,107.072,final
A,N11N,A,GVA_NCS,I15,HU,2018,112.551,final
A,N11N,A,GVA_NCS,I15,HU,2019,109.396,final
A,N11N,A,GVA_NCS,I15,HU,2020,100.828,final
A,N11N,A,GVA_NCS,I15,HU,2021,101.64,final
A,N11N,A,GVA_NCS,I15,IE,1995,111.122,final
A,N11N,A,GVA_NCS,I15,IE,1996,108.117,final
A,N11N,A,GVA_NCS,I15,IE,1997,111.205,final
A,N11N,A,GVA_NCS,I15,IE,1998,111.401,final
A,N11N,A,GVA_NCS,I15,IE,1999,98.029,final
A,N11N,A,GVA_NCS,I15,IE,2000,98.397,final
A,N11N,A,GVA_NCS,I15,IE,2001,87.388,final
A,N11N,A,GVA_NCS,I15,IE,2002,88.425,final
A,N11N,A,GVA_NCS,I15,IE,2003,93.823,final
A,N11N,A,GVA_NCS,I15,IE,2004,113.265,final
A,N11N,A,GVA_NCS,I15,IE,2005,91.952,final
A,N11N,A,GVA_NCS,I15,IE,2006,77.539,final
A,N11N,A,GVA_NCS,I15,IE,2007,79.4,final
A,N11N,A,GVA_NCS,I15,IE,2008,74.086,final
A,N11N,A,GVA_NCS,I15,IE,2009,63.813,final
A,N11N,A,GVA_NCS,I15,IE,2010,78.22,final
A,N11N,A,GVA_NCS,I15,IE,2011,92.2,final
A,N11N,A,GVA_NCS,I15,IE,2012,74.936,final
A,N11N,A,GVA_NCS,I15,IE,2013,76.242,final
A,N11N,A,GVA_NCS,I15,IE,2014,96.146,final
A,N11N,A,GVA_NCS,I15,IE,2015,100,final
A,N11N,A,GVA_NCS,I15,IE,2016,108.707,final
A,N11N,A,GVA_NCS,I15,IE,2017,117.782,final
A,N11N,A,GVA_NCS,I15,IE,2018,100.022,final
A,N11N,A,GVA_NCS,I15,IE,2019,123.999,final
A,N11N,A,GVA_NCS,I15,IE,2020,124.041,final
A,N11N,A,GVA_NCS,I15,IE,2021,126.459,final
A,N11N,A,GVA_NCS,I15,IT,1995,68.029,final
A,N11N,A,GVA_NCS,I15,IT,1996,69.966,final
A,N11N,A,GVA_NCS,I15,IT,1997,72.417,final
A,N11N,A,GVA_NCS,I15,IT,1998,75.225,final
A,N11N,A,GVA_NCS,I15,IT,1999,80.233,final
A,N11N,A,GVA_NCS,I15,IT,2000,80.098,final
A,N11N,A,GVA_NCS,I15,IT,2001,78.188,final
A,N11N,A,GVA_NCS,I15,IT,2002,75.372,final
A,N11N,A,GVA_NCS,I15,IT,2003,73.239,final
A,N11N,A,GVA_NCS,I15,IT,2004,82.505,final
A,N11N,A,GVA_NCS,I15,IT,2005,78.969,final
A,N11N,A,GVA_NCS,I15,IT,2006,78.809,final
A,N11N,A,GVA_NCS,I15,IT,2007,79.818,final
A,N11N,A,GVA_NCS,I15,IT,2008,82.461,final
A,N11N,A,GVA_NCS,I15,IT,2009,83.047,final
A,N11N,A,GVA_NCS,I15,IT,2010,85.326,final
A,N11N,A,GVA_NCS,I15,IT,2011,88.711,final
A,N11N,A,GVA_NCS,I15,IT,2012,88.791,final
A,N11N,A,GVA_NCS,I15,IT,2013,92.259,final
A,N11N,A,GVA_NCS,I15,IT,2014,92.769,final
A,N11N,A,GVA_NCS,I15,IT,2015,100,final
A,N11N,A,GVA_NCS,I15,IT,2016,102.378,final
A,N11N,A,GVA_NCS,I15,IT,2017,100.228,final
A,N11N,A,GVA_NCS,I15,IT,2018,103.258,final
A,N11N,A,GVA_NCS,I15,IT,2019,102.581,final
A,N11N,A,GVA_NCS,I15,IT,2020,99.355,final
A,N11N,A,GVA_NCS,I15,IT,2021,99.544,final
A,N11N,A,GVA_NCS,I15,IT,2022,102.057,final
A,N11N,A,GVA_NCS,I15,LT,1995,126.508,final
A,N11N,A,GVA_NCS,I15,LT,1996,144.017,final
A,N11N,A,GVA_NCS,I15,LT,1997,153.296,final
A,N11N,A,GVA_NCS,I15,LT,1998,143.414,final
A,N11N,A,GVA_NCS,I15,LT,1999,119.691,final
A,N11N,A,GVA_NCS,I15,LT,2000,122.598,final
A,N11N,A,GVA_NCS,I15,LT,2001,113.132,final
A,N11N,A,GVA_NCS,I15,LT,2002,118.33,final
A,N11N,A,GVA_NCS,I15,LT,2003,120.747,final
A,N11N,A,GVA_NCS,I15,LT,2004,111.037,final
A,N11N,A,GVA_NCS,I15,LT,2005,109.187,final
A,N11N,A,GVA_NCS,I15,LT,2006,96.775,final
A,N11N,A,GVA_NCS,I15,LT,2007,108.309,final
A,N11N,A,GVA_NCS,I15,LT,2008,111.483,final
A,N11N,A,GVA_NCS,I15,LT,2009,115.17,final
A,N11N,A,GVA_NCS,I15,LT,2010,103.977,final
A,N11N,A,GVA_NCS,I15,LT,2011,104.204,final
A,N11N,A,GVA_NCS,I15,LT,2012,112.654,final
A,N11N,A,GVA_NCS,I15,LT,2013,101.447,final
A,N11N,A,GVA_NCS,I15,LT,2014,99.901,final
A,N11N,A,GVA_NCS,I15,LT,2015,100,final
A,N11N,A,GVA_NCS,I15,LT,2016,92.013,final
A,N11N,A,GVA_NCS,I15,LT,2017,87.952,final
A,N11N,A,GVA_NCS,I15,LT,2018,75.167,final
A,N11N,A,GVA_NCS,I15,LT,2019,81.362,final
A,N11N,A,GVA_NCS,I15,LT,2020,94.173,final
A,N11N,A,GVA_NCS,I15,LT,2021,84.38,final
A,N11N,A,GVA_NCS,I15,LU,1995,444.622,final
A,N11N,A,GVA_NCS,I15,LU,1996,476.346,final
A,N11N,A,GVA_NCS,I15,LU,1997,430.236,final
A,N11N,A,GVA_NCS,I15,LU,1998,502.511,final
A,N11N,A,GVA_NCS,I15,LU,1999,592.45,final
A,N11N,A,GVA_NCS,I15,LU,2000,482.136,final
A,N11N,A,GVA_NCS,I15,LU,2001,393.461,final
A,N11N,A,GVA_NCS,I15,LU,2002,493.704,final
A,N11N,A,GVA_NCS,I15,LU,2003,252.383,final
A,N11N,A,GVA_NCS,I15,LU,2004,257.821,final
A,N11N,A,GVA_NCS,I15,LU,2005,186.353,final
A,N11N,A,GVA_NCS,I15,LU,2006,179.534,final
A,N11N,A,GVA_NCS,I15,LU,2007,182.751,final
A,N11N,A,GVA_NCS,I15,LU,2008,143.991,final
A,N11N,A,GVA_NCS,I15,LU,2009,137.271,final
A,N11N,A,GVA_NCS,I15,LU,2010,151.329,final
A,N11N,A,GVA_NCS,I15,LU,2011,106.258,final
A,N11N,A,GVA_NCS,I15,LU,2012,117.558,final
A,N11N,A,GVA_NCS,I15,LU,2013,91.625,final
A,N11N,A,GVA_NCS,I15,LU,2014,98.136,final
A,N11N,A,GVA_NCS,I15,LU,2015,100,final
