anzsco_4digit,anzsco_title,rs_surprise_h6,rs_surprise_h12,rs_surprise_h18,rs_placebo_h6,rs_placebo_h12,rs_placebo_h18,rs_broad_h6,rs_broad_h12,rs_broad_h18,rate_sens_rba,rate_sens_rba_broad
2721,Counsellors,0.7064757593376455,0.8682113113966337,0.812167384441251,0.7258152465122941,0.9306803758742693,0.7519655384105618,0.3895741598887274,0.7498515469422073,0.48299528062898356,0.8682113113966337,0.7498515469422073
2722,Ministers of Religion,0.6653151842868887,0.5277913696071931,0.753642493626943,0.7789693105872341,0.9393709519214657,0.7210370867374398,0.36410156533023197,0.7333005442362882,0.4629678672500183,0.5277913696071931,0.7333005442362882
2723,Psychologists,0.690852944011273,0.8597105231048366,0.7919414923026129,0.7349479125403645,0.9385887417257075,0.7111078836933845,0.4150912533538613,0.80080193216956,0.520140356437123,0.8597105231048366,0.80080193216956
2724,Social Professionals,0.6341383718392942,0.8623066474569003,0.7573161575139259,0.6803094315062845,0.9274613618092465,0.6759556150789237,0.37348633528440767,0.7199584348109727,0.45507550412458014,0.8623066474569003,0.7199584348109727
2725,Social Workers,0.7457825757280607,0.9240246790539235,0.8789860109651264,0.7888414658200525,0.9349335067039032,0.7418076332097532,0.38760824589834747,0.7877235250881666,0.5467520656059366,0.9240246790539235,0.7877235250881666
2726,"Welfare, Recreation and Community Arts Workers",0.7381358703764307,0.8972573497281171,0.8446791895708509,0.761036616671711,0.941568597870373,0.732040215465677,0.38485263996189273,0.7588527754052794,0.4829608900554276,0.8972573497281171,0.7588527754052794
3111,Agricultural Technicians,0.5340732612585216,0.8458344547205662,0.6594213536797063,0.6128436704149759,0.889260078452554,0.5994951243710153,0.3659287763706989,0.718189239111575,0.44517459347221955,0.8458344547205662,0.718189239111575
3112,Medical Technicians,0.6744804571801143,0.8464348020373903,0.7483253358506777,0.6937917161183991,0.9299613406864613,0.6832809154244689,0.37585298637255166,0.7536562567510141,0.4827458454277449,0.8464348020373903,0.7536562567510141
3113,Primary Products Inspectors,0,0,0,NA,NA,NA,0.4433715629136918,0.8398757139628646,0.5098535389349332,0,0.8398757139628646
3114,Science Technicians,0.6521591526639032,0.926711972989859,0.7168378064022478,0.6676541944916834,0.8944760024066996,0.6300527662706091,0.36229130117839403,0.7322748545362227,0.46205968107076373,0.926711972989859,0.7322748545362227
3121,"Architectural, Building and Surveying Technicians",0.6883501852842846,0.8720388468614646,0.7869117343087252,0.7038844933889754,0.9073097231668844,0.6488146152891258,0.3343347542774241,0.6828296919971037,0.42252583281687467,0.8720388468614646,0.6828296919971037
3122,Civil Engineering Draftspersons and Technicians,0.6668181775821265,0.7744625035656324,0.7503788508760739,0.7683907916414014,0.959680553323432,0.7499599523996987,0.2662660516117957,0.6012392440205786,0.37385732026401597,0.7744625035656324,0.6012392440205786
3123,Electrical Engineering Draftspersons and Technicians,0.6586415310681437,0.8948481369388639,0.8614460566635119,0.6981664186557327,0.8728337509510423,0.6548658675339519,0.3749922870595972,0.6871264277349437,0.40399858376697684,0.8948481369388639,0.6871264277349437
3124,Electronic Engineering Draftspersons and Technicians,0.6021797193038936,0.8113160486588826,0.7253307913857174,0.6721281633474432,0.9000450637973707,0.6269078254401672,0.3803789757764935,0.7211376236694547,0.4475000579222896,0.8113160486588826,0.7211376236694547
