sample,control_set,n_obs,n_occ,exposure,baseline,baseline_p,with_controls,with_controls_p,pct_attenuation
eu_l3,wfh_teleworkable + rate_sens_rba + runup_from_2019_mix,2125,99,felten_exposure_score,-0.2534385303853598,3.2425727970327546e-4,-0.2512152381452074,0.005364786405290724,0.8772510781102638
eu_l3,wfh_teleworkable + rate_sens_rba + runup_from_2019_mix,2125,99,webb_exposure_score,-0.22670598893705304,9.265656978099242e-5,-0.22631734414929622,7.778650649358591e-5,0.1714311957875747
eu_l3,wfh_teleworkable + rate_sens_rba + runup_from_2019_mix,2125,99,beta_eloundou,-0.3330106937088554,8.189428895141608e-5,-0.38149207033080107,5.682049498274182e-4,-14.558504437798025
eu_l3,wfh_teleworkable + rate_sens_rba + runup_from_2019_mix,2125,99,anthropic_usage_score,-0.3624929357331958,4.876388996774428e-7,-0.22902379863835823,2.499997157038831e-4,36.819789832559465
aus_l3,rate_sens_rba,1197,264,ai_product_exposure_score,-0.1520805768249148,4.7084285410511456e-4,-0.15291423063073029,2.123188604112304e-4,-0.5481658626106167
aus_l3,rate_sens_rba,1197,264,felten_exposure_score,0.11719710723157366,0.03581190902075029,0.11884584972222881,0.03200861156377224,-1.4068115925398583
aus_l3,rate_sens_rba,1197,264,webb_exposure_score,0.07223890827473659,0.1635644959761729,0.07231692874021255,0.16372583994390613,-0.10800338396481646
aus_l3,rate_sens_rba,1197,264,beta_eloundou,-0.017983876228009305,0.705814779171289,-0.01686952469443528,0.7165495416543946,6.1963923652814
aus_l3,rate_sens_rba,1197,264,anthropic_usage_score,-0.35683832986468705,2.2517196919968245e-5,-0.3562954021125099,2.178645201805686e-5,0.1521495048984911
aus_l3,rate_sens_rba_broad,1189,263,ai_product_exposure_score,-0.15660664599996502,4.2970151159088207e-4,-0.14574331117373082,9.80636534376484e-4,6.936701030067793
aus_l3,rate_sens_rba_broad,1189,263,felten_exposure_score,0.11388332216961433,0.039928151383766035,0.13487653184306414,0.028078122771489453,-18.433963176963843
aus_l3,rate_sens_rba_broad,1189,263,webb_exposure_score,0.07000037465425647,0.17553922372877173,0.13257084676239125,0.05040884741248233,-89.38591031431014
aus_l3,rate_sens_rba_broad,1189,263,beta_eloundou,-0.02338524898571578,0.6282340534588717,0.006360941541261572,0.9056865040564056,127.20065775287222
aus_l3,rate_sens_rba_broad,1189,263,anthropic_usage_score,-0.36050425596350477,1.8488051781423872e-5,-0.3485659582568687,3.588353717692945e-5,3.3115552754652167
aus_l3,wfh_teleworkable,1197,264,ai_product_exposure_score,-0.1520805768249148,4.7084285410511456e-4,-0.17864653600908456,3.746082373057382e-6,-17.468344570230187
aus_l3,wfh_teleworkable,1197,264,felten_exposure_score,0.11719710723157366,0.03581190902075029,0.3536189433226766,2.5193295945315024e-4,-201.73009528635313
aus_l3,wfh_teleworkable,1197,264,webb_exposure_score,0.07223890827473659,0.1635644959761729,0.07510564737072924,0.12084262482004321,-3.9684142028973746
aus_l3,wfh_teleworkable,1197,264,beta_eloundou,-0.017983876228009305,0.705814779171289,-0.01564570453440754,0.6055041425012749,13.001489022484147
aus_l3,wfh_teleworkable,1197,264,anthropic_usage_score,-0.35683832986468705,2.2517196919968245e-5,-0.4105747845763938,4.04593782410257e-6,-15.059047813636939
aus_l3,runup_from_2019,1197,264,ai_product_exposure_score,-0.1520805768249148,4.7084285410511456e-4,-0.2124676578109692,9.31079932440402e-5,-39.70729349322235
aus_l3,runup_from_2019,1197,264,felten_exposure_score,0.11719710723157366,0.03581190902075029,0.056295433953125126,0.21850762490323947,51.96516767099967
aus_l3,runup_from_2019,1197,264,webb_exposure_score,0.07223890827473659,0.1635644959761729,0.022314831621428888,0.5733389265112118,69.10967765935516
aus_l3,runup_from_2019,1197,264,beta_eloundou,-0.017983876228009305,0.705814779171289,-0.11167692332921206,0.04523250563348242,-520.983607278607
aus_l3,runup_from_2019,1197,264,anthropic_usage_score,-0.35683832986468705,2.2517196919968245e-5,-0.43567658621737215,1.642156568885899e-5,-22.093550427326726
aus_l3,runup_from_2020,1197,264,ai_product_exposure_score,-0.1520805768249148,4.7084285410511456e-4,-0.14247541858952775,0.0036681780323517704,6.3158349579678035
aus_l3,runup_from_2020,1197,264,felten_exposure_score,0.11719710723157366,0.03581190902075029,0.09112078112776731,0.06522217808912785,22.249974184329712
