idcountry,isco_level_2,covered_share,runup_from_2019,runup_from_2020,runup_from_2019_vac,runup_from_2019_mix,runup_from_2019_pooled
BG,22,1,-0.047655454261197557,-0.025336105180697406,-0.05690959921371907,0.16674648852677595,0.1721416170252814
BG,23,1,0,0.15415067982725827,-0.00930239266231414,0.22314355131420974,0.21847032587873527
BG,24,1,-0.11224952931742771,-0.07170748743204133,-0.06906366995638304,0.24370497677864192,0.2514016893047965
BG,25,1,0.6131044728864089,0.7801585575495751,0.7750197149105579,0.26319105244348484,0.2598746776979377
BG,26,1,-0.014519902914961275,-0.0010062135298104487,-0.019291287053008876,0.21156048114079007,0.2152636121063766
BG,31,1,-0.059494478509227906,0.08844776637028616,-0.0877282738934116,0.2421334901105448,0.2276955086746763
BG,32,1,-0.10080469912196566,-0.0870113769896298,-0.11119730388992632,0.16126814759612235,0.173028653055236
BG,33,1,0.027735694480790152,0.07341037702383921,0.061522583277971415,0.25185963234040454,0.24331163690461108
BG,34,1,0.046520015634893,0.095310179804325,-0.0968498259899171,0.13230053187787538,0.1917560116138421
BG,35,1,0.6131044728864089,0.7801585575495751,0.7750197149105578,0.26319105244348484,0.25033411023201657
BG,41,1,-0.018108063513037113,0.07442217346189975,0.03543582175823536,0.20010154337374958,0.22007888890575802
BG,42,1,-0.0736295097818379,0.08070280859319302,-0.15006961581027708,0.26890983261890383,0.2562536313099383
BG,43,1,0.1766241047730218,0.3027577510752805,0.16987508283433556,0.21787384144649607,0.23458491600751655
BG,44,1,-0.4519851237430573,-0.3708595789306889,-0.35247702200225994,0.1823215567939548,0.22342473279847286
BG,51,1,0.011860400196320694,0.3421653987929797,-0.1558064161906315,0.2555072152004282,0.238314812334843
BG,52,1,0.45333769082834463,0.5674303910554893,0.4503197450042835,0.22172470935763852,0.22638151495911119
BG,53,1,-0.07964404327322246,-0.036387275806580556,-0.08980779359917138,0.17425686870719193,0.168589853474218
BG,54,1,-0.09828549722594464,0.025151292237862957,-0.06766209396777015,0.22827378599367468,0.2271638342216441
BG,61,1,0.24116205681688802,0.44183275227903934,0.22076291270805196,-0.19415601444095743,-0.13423809506910198
BG,62,1,0.24116205681688802,0.4418327522790393,0.22076291270805193,-0.19415601444095745,-0.1902438371621748
BG,71,1,-0.09852555426744104,0.019899571740952138,-0.11146650508655366,0.19994595675567586,0.20087113518437769
