idcountry,isco_level_2,covered_share,runup_from_2019,runup_from_2020,runup_from_2019_vac,runup_from_2019_mix,runup_from_2019_pooled
EE,43,1,-0.045541734087060165,0.5594925884512318,0.020558049262592012,0.2272961369487363,0.23458491600751655
EE,44,1,-0.33314444652853825,0.5831462853456167,-0.17763371526634764,0.22825865198098014,0.22342473279847286
EE,51,1,0.006202389737997069,0.44906088237947844,0.036139377587361445,0.22841479662636582,0.238314812334843
EE,52,1,0.10637400302298605,0.7996506607303657,0.14657954143112525,0.22444113907691712,0.22638151495911119
EE,53,1,0.25552063449471485,0.26020939026089174,0.29365842562517885,0.18373481204138026,0.168589853474218
EE,54,1,0.004637610402978769,0.07682213200435363,0.04523325357077831,0.2281556027111913,0.2271638342216441
EE,61,1,-0.7827593392496326,-0.523248143764548,NA,-0.19415601444095743,-0.13423809506910198
EE,62,1,-0.7827593392496326,-0.523248143764548,NA,-0.19415601444095743,-0.1902438371621748
EE,71,1,0.04961066751840853,0.8747295716992959,NA,0.19648930368621348,0.20087113518437769
EE,72,1,0.06443595155274998,0.47227161338307866,0.08184800527557967,0.21967365702181665,0.2167728606257869
EE,73,1,0.07232066157962619,0.2646925542270821,0.06407419998784292,0.22072107126613294,0.21952040503363573
EE,74,1,0.0544871080421356,0.7437383779122729,NA,0.20169250951135492,0.21619110908262257
EE,75,1,0.07232066157962619,0.2646925542270821,0.06407419998784292,0.22072107126613294,0.21738428807614973
EE,81,1,0.07232066157962619,0.2646925542270821,0.06407419998784292,0.22072107126613297,0.21652054400345797
EE,82,1,0.07232066157962619,0.2646925542270821,0.06407419998784292,0.22072107126613294,0.21989440056919204
EE,83,1,-0.2612949401174849,0.5002535571251994,-0.12203054668110284,0.18503176085974024,0.20902411239158486
EE,91,1,0.022914560472861428,0.3900770425910149,0.046557079955159515,0.268014109350508,0.2330230761849543
EE,92,1,-0.7827593392496326,-0.523248143764548,NA,-0.19415601444095743,-0.12237825031757464
EE,93,1,0.08038225022600014,0.5209421199193307,0.09463711477805153,0.21550715344680388,0.2150336288425011
EE,94,1,-0.2513144282809061,0.713766467762681,-0.23561637843777472,0.30332234176825773,0.2731603358466676
EE,96,1,0.07398341446686645,0.2334241801032131,0.1320062457902486,0.23922783525739838,0.22864745822534405
EL,12,1,-0.13353139262452252,-0.13353139262452252,-0.27808758105802056,0.2201040282760187,0.24446408178875306
EL,14,1,0.7330664534504945,-0.13353139262452252,0.8374808658188707,0.29197438992840696,0.25317490005446597
EL,21,0.9561621174524401,-0.30739062271223333,0.11553400063494126,-0.005019599703011246,0.2742372814256999,0.25205294245025983
EL,22,0.9767827529021559,0.39676893604818875,0.3251970751969225,0.21284679969298087,0.16878670848241328,0.1721416170252814
EL,24,0.8598774885145483,-0.2768072218241417,0.03526928853043029,-0.010467168238045478,0.26517202908016463,0.2514016893047965
EL,25,1,0.300104592450338,0.9932517730102833,0.26879463134048187,0.26319105244348484,0.2598746776979377
EL,26,0.9421487603305785,-0.2116694550250639,0.24323169180178972,0.01894240663109041,0.24389331197653988,0.2152636121063766
EL,31,0.7982456140350878,-0.19734450356641337,-0.13666070386999188,0.08086942182098243,0.24544778551826846,0.2276955086746763
EL,32,1,0.28755870802564176,0.23363519969820679,0.17866751712775727,0.1805668173532298,0.173028653055236
EL,33,0.7344013490725126,-0.14865465760915508,0.0808298504176174,0.11443101812615286,0.2569782427910475,0.24331163690461108
EL,34,0.8436578171091446,-0.2834051933036958,0.15969184435081174,-0.059873230732998585,0.20085451545764876,0.1917560116138421
EL,35,1,0.300104592450338,0.9932517730102834,0.26879463134048187,0.26319105244348484,0.25033411023201657
EL,41,0.8113207547169812,-0.17411613365733433,0.03498945432142803,-0.0659584715554906,0.22077954002680408,0.22007888890575802
EL,42,0.8358458961474037,0.4077953711926019,0.34628261864938886,0.5100243196209848,0.27159396974635797,0.2562536313099383
EL,43,0.8276553106212425,-0.0918230399645627,-0.23075329162540437,-0.09544481022357024,0.22166895048914778,0.23458491600751655
EL,44,1,-0.02241942744442061,0.2180234621720949,-0.06481154688399872,0.1723998352179648,0.22342473279847286
EL,51,0.9787234042553191,0.5817482059206777,0.05885049969390781,0.6883404374438596,0.2618039329136263,0.238314812334843
EL,52,0.9871543653385587,-0.0564852149667956,-0.1207417587810676,-0.15408777106904697,0.2260527754685597,0.22638151495911119
EL,53,1,0.15978134986940104,0.22178278166779958,0.03609926879638876,0.16705215979121074,0.168589853474218
EL,54,0.9562433297758804,-0.13978738670416704,0.013193916121499435,-0.06211193820895836,0.21157571956129717,0.2271638342216441
EL,72,0.9489274770173647,-0.08034881429182787,-0.08034881429182782,0.09995059312026307,0.219023125403914,0.2167728606257869
EL,73,1,0,1.1102230246251565e-16,0.2659737843831307,0.22072107126613297,0.21952040503363573
EL,74,0.5947712418300654,-0.16293543216257167,0.18337988148531403,0.9747281626583857,0.2094509494556688,0.21619110908262257
EL,75,1,-0.027907867253891497,-0.02790786725389141,0.15226574864506712,0.22059211017676217,0.21738428807614973
EL,81,1,0,1.1102230246251565e-16,0.2659737843831307,0.2207210712661329,0.21652054400345797
EL,91,0.8611738148984198,0.3601728482651494,0.13188073486555896,0.3955925866649767,0.23245711844806027,0.2330230761849543
EL,93,0.8115501519756839,-0.03775887694064214,-0.1032399141649914,0.4653337634423015,0.21788019119276586,0.2150336288425011
EL,94,1,0.8698976923044446,NA,1.0136232521678537,0.30332234176825773,0.2731603358466676
EL,96,1,-0.6437570215309866,-0.30800053306131486,-0.5713831272361083,0.22736534266264816,0.22864745822534405
ES,11,1,0.24842929024070315,0.4092290388880558,0.3370566081390322,0.21516253366139904,0.22205715776995835
ES,12,1,0.22524086066934312,0.6110547571336906,0.2692757883677628,0.2511207643908078,0.24446408178875306
ES,13,0.940809968847352,0.19028890614833427,0.5425924855332449,0.22863056223138062,0.20806246789041488,0.2130208675503039
ES,14,1,0.1752582143708086,0.6993564199615004,0.18065980957134986,0.24689237850741916,0.25317490005446597
ES,21,0.9876933311159155,0.221127078765499,0.4661444690299948,0.3056559313499135,0.25544913937383057,0.25205294245025983
ES,22,1,0.29782756645010666,0.3495742091331909,0.379191423348026,0.17350138965650722,0.1721416170252814
ES,23,1,-0.25236342712113385,-0.16932443794605825,-0.20001077315900231,0.22000017399202454,0.21847032587873527
ES,24,1,0.2740083779961826,0.5202744974522273,0.3548754610504935,0.2519868101082971,0.2514016893047965
ES,25,1,0.20880873647329504,0.7126415679660063,0.3523233736827081,0.26202151514468697,0.2598746776979377
ES,26,1,0.24361104464143202,0.4215874675493649,0.3393714806018548,0.2328012756264396,0.2152636121063766
ES,31,0.9804629433000637,0.1915872694237451,0.42483366152061713,0.24620963032375906,0.22473696657982817,0.2276955086746763
ES,32,1,0.26315642409818524,0.4510082782615401,0.33111427581520675,0.1948633053599991,0.173028653055236
ES,33,0.9956119876762207,0.26465131950232323,0.6464975384418189,0.30200629671786666,0.24807719976516812,0.24331163690461108
ES,34,1,0.11319110044047803,0.2829597308568328,0.1564449055477867,0.1953808947677995,0.1917560116138421
ES,35,1,0.19627541297886206,0.6848659316698474,0.3282134474663094,0.2560560359514555,0.25033411023201657
ES,41,0.99201188928107,0.24433306472255134,0.5174775506092649,0.31196908990115313,0.22701395787088388,0.22007888890575802
ES,42,0.9955156950672646,0.2258430053685352,0.4759537085369133,0.2767288200103377,0.23943984720797035,0.2562536313099383
ES,43,0.9900820141140568,0.26242274241852254,0.6935897389425983,0.2935357481217513,0.24196321799365114,0.23458491600751655
ES,44,1,0.33272408193072484,0.8845177472820661,0.41867697615875243,0.21632533973652412,0.22342473279847286
ES,51,0.99422511549769,0.08811078371350915,0.5510261788929793,0.06720039287687492,0.23273959742067923,0.238314812334843
ES,52,0.9974546935451029,0.1930547458315304,0.8814694849220581,0.19058035393021888,0.2403921234567294,0.22638151495911119
ES,53,1,0.23903149277812574,0.2916747329775353,0.3068777165510316,0.1694509511805512,0.168589853474218
ES,54,0.9712845243314335,0.30415665329675917,0.2855366216043137,0.4064010108682652,0.2157166938474716,0.2271638342216441
ES,71,1,0.09693118637904347,0.3634269043202621,0.13634393265562061,0.20600221849446887,0.20087113518437769
ES,72,1,0.1749205080882387,0.5739546940697238,0.19716906158354494,0.21886577409029978,0.2167728606257869
ES,73,1,0.16594196830701355,0.4736072815012305,0.18575454507569839,0.21940974695511206,0.21952040503363573
ES,74,1,0.12106988460928066,0.4034546482223881,0.1671103728393035,0.21554935862633234,0.21619110908262257
ES,75,0.9885735348322889,0.15887578002782654,0.49218298892171713,0.17401825304954105,0.21573197954455922,0.21738428807614973
ES,81,0.975844277673546,0.1534531253396465,0.42938659744517554,0.170330400125069,0.21417403677991947,0.21652054400345797
ES,82,1,0.14527387400012692,0.4525540325201428,0.1630849285259132,0.21930317247652767,0.21989440056919204
ES,83,0.9498858787337501,0.3000449762157675,0.8391264579237815,0.3697773458704705,0.20788078574550212,0.20902411239158486
ES,91,0.9961318681318682,0.1508424355750686,0.27551764192926825,0.17809819733347657,0.23384241232485628,0.2330230761849543
ES,93,0.9828588030214991,0.20660734531353472,0.6934114125974179,0.2468157125298452,0.2104830166515497,0.2150336288425011
ES,94,1,0.14101261101364515,0.7739137187702966,0.10329177470768534,0.2810756116369025,0.2731603358466676
ES,95,1,0.27196206190799577,0.7626461406390089,0.3293584898888408,0.26212358887657716,0.2228967393588779
ES,96,1,0.23677192274041067,0.30228378567880665,0.30726712679426615,0.23607196363218824,0.22864745822534405
FI,12,1,0.2737105194650759,0.4621856437594388,0.4104083911006812,0.2688092817282679,0.24446408178875306
FI,13,1,0.19574457712609528,0.19574457712609528,0.08261963715375131,0.22314355131420974,0.2130208675503039
FI,14,1,-0.011504639544406184,0.21140797192635663,0.05398820219707621,0.2665542228174524,0.25317490005446597
FI,21,0.9403530127814973,0.1827449694542566,0.38212199567372046,0.26948560909659347,0.251564493075194,0.25205294245025983
FI,22,1,0.311244827200349,0.48768568468963497,0.4420756169984429,0.17634623333328972,0.1721416170252814
FI,23,0.9830371567043619,0.22247487826208473,0.25518597878451094,0.15605981200271862,0.21035706565610576,0.21847032587873527
FI,24,0.8695652173913043,0.22117376198723782,0.3866053451307379,0.295834345732554,0.24229677803746452,0.2514016893047965
FI,25,0.9377510040160643,0.4201849890496952,0.5417256870102118,0.5584496104939765,0.2598528244812248,0.2598746776979377
FI,26,0.7006880733944955,0.300133510048546,0.4055217702932509,0.3612751954755013,0.19987157332609834,0.2152636121063766
FI,31,0.9491173416407062,0.17326605448865012,0.43542996217415525,0.27606288189724126,0.22824668228147896,0.2276955086746763
FI,32,0.9694811800610377,0.3149029969639658,0.49044370605864335,0.44265627939763164,0.1653750733440291,0.173028653055236
FI,33,0.901443816698054,0.20324193475502927,0.37572125683802365,0.26720444222061895,0.24421072789688197,0.24331163690461108
FI,34,0.6378504672897196,0.3300425763002622,0.486797113163092,0.4194313262879307,0.16467949241409324,0.1917560116138421
FI,35,0.88,0.48671223797229596,0.5553425430474158,0.5994499735477831,0.24107658979492771,0.25033411023201657
FI,41,0.9258064516129032,0.1719540679399313,0.3842078360333572,0.22835083422640218,0.22425593973837238,0.22007888890575802
FI,42,0.7871720116618076,0.32490687017352066,0.4325342143574944,0.3440787231865983,0.25558576820209433,0.2562536313099383
FI,43,0.8605263157894737,0.18778026763389608,0.43637687016308857,0.279814808272154,0.2575454214622135,0.23458491600751655
FI,44,0.6666666666666666,0.1882577674498623,0.6378988206457752,0.2910741305164846,0.19565013937869805,0.22342473279847286
FI,51,0.7929133858267716,0.47542638210303717,0.6526898792204837,0.43112172437845164,0.2568347771944228,0.238314812334843
FI,52,0.9816700610997964,0.01105802398696297,0.26620241563549574,0.07739707646644739,0.22756308432663477,0.22638151495911119
FI,53,0.9538152610441767,0.320124043777434,0.48025364692776296,0.43303843436574985,0.16672424226123658,0.168589853474218
FI,54,0.8685258964143426,0.3764640739001214,0.3644391124748521,0.3548704694727723,0.2522506043347895,0.2271638342216441
FI,71,1,0.1600871083083771,0.46006320158840397,0.1961492127422582,0.21121255515921827,0.20087113518437769
FI,72,1,0.18786739909225958,0.4699153127566567,0.34417799676437744,0.2215383518108963,0.2167728606257869
FI,73,1,0.31015492830383956,0.5978370007556204,0.5202503405052639,0.22072107126613294,0.21952040503363573
FI,74,1,0.18059013778149363,0.4914562054386988,0.26541700033399035,0.20564301490706674,0.21619110908262257
FI,75,1,0.28617191614922666,0.580124170985053,0.46777966936354387,0.2169385468045967,0.21738428807614973
FI,81,0.9613899613899614,0.2984141793817295,0.5891657844089986,0.49456361810033656,0.21552693195124475,0.21652054400345797
FI,82,1,0.31015492830383956,0.5978370007556204,0.5202503405052639,0.22072107126613294,0.21989440056919204
FI,83,0.8461538461538461,0.18694783845437457,0.6484667794141304,0.3026601615047592,0.18632085242895943,0.20902411239158486
FI,91,0.9657444005270093,0.3498595789105795,0.42926157530839343,0.38182965265600316,0.255318004194372,0.2330230761849543
FI,93,1,0.1274237295124657,0.46605360654135625,0.24170469107151177,0.2241575715311437,0.2150336288425011
FI,94,1,0.643265537940868,0.8622907990254799,0.554084619337741,0.283238817764611,0.2731603358466676
FI,96,1,0.26032074965626356,0.5663109053856612,0.3389159592241372,0.26953286437695384,0.22864745822534405
FR,11,1,0.5153231343239878,NA,0.5969909086110666,0.22282786039232347,0.22205715776995835
FR,12,1,0.46504036774685475,NA,0.5403488714025433,0.24993445897009026,0.24446408178875306
FR,13,0.8457608174996009,0.4599094458077856,NA,0.5376511007982245,0.20587986983624604,0.2130208675503039
FR,14,1,0.5172615962541668,NA,0.5986860089062194,0.2577071048856973,0.25317490005446597
FR,21,0.9773682798103587,0.44855334428274174,NA,0.5226772137032366,0.25275408050221293,0.25205294245025983
FR,23,0.970641055672679,0.5879542028793199,NA,0.7268255149355618,0.21690997576195845,0.21847032587873527
FR,24,0.9741914825488313,0.45905504213751724,NA,0.5372480222922935,0.25172589388867384,0.2514016893047965
FR,25,1,0.32643255265547655,NA,0.42291539970932407,0.2670472014700436,0.2598746776979377
FR,26,0.7024402708572889,0.45859770100088726,NA,0.5750479136016624,0.2026852933009688,0.2152636121063766
FR,31,0.9738302934179223,0.5185144817900912,NA,0.5798897178040135,0.23034392761056358,0.2276955086746763
FR,33,0.9045567522783762,0.4844767789032837,NA,0.5568796593363067,0.2421202960380311,0.24331163690461108
FR,34,0.7271494156928213,0.546802601170852,NA,0.6671841868234714,0.20431128841915036,0.1917560116138421
FR,35,1,0.27414449325669277,NA,0.3883389975714903,0.23844513195708408,0.25033411023201657
FR,41,0.8707877461706783,0.505986441115495,NA,0.5872205401025069,0.21362859007252036,0.22007888890575802
FR,42,0.872969596001666,0.537981518713088,NA,0.6174697371513883,0.23719169737250567,0.2562536313099383
FR,43,0.9593976081500074,0.5139842752987479,NA,0.5624040333842661,0.24948258292709843,0.23458491600751655
FR,44,1,0.5853408458141627,NA,0.6484767295696824,0.20549237140468699,0.22342473279847286
FR,51,0.9441734417344173,0.5364498905048976,NA,0.644316495521767,0.23039981428960193,0.238314812334843
FR,52,1,0.5193276855544515,NA,0.5801917260755669,0.22798027477523727,0.22638151495911119
FR,54,0.9352444330688507,0.5705212945360797,NA,0.6460620762007289,0.22355737401732742,0.2271638342216441
FR,71,1,0.3752670648406738,NA,0.4601779452798582,0.1975892690627364,0.20087113518437769
FR,72,1,0.5190073553405254,NA,0.5592599122629651,0.22170017537530845,0.2167728606257869
FR,73,1,0.5533852381847866,NA,0.5632099394931114,0.22072107126613294,0.21952040503363573
FR,74,1,0.41090951204143394,NA,0.48331221670026436,0.20253833558005643,0.21619110908262257
FR,75,1,0.5454164863024605,NA,0.5745927008752306,0.21584327752232524,0.21738428807614973
FR,81,0.9420615703908682,0.5523251651321489,NA,0.5704062012561255,0.21379640460889088,0.21652054400345797
FR,82,1,0.5533852381847866,NA,0.5632099394931114,0.22072107126613297,0.21989440056919204
FR,83,1,0.5716152613719313,NA,0.6019206262904423,0.22738643164253403,0.20902411239158486
FR,91,0.6129822968679074,0.5508161260002122,NA,0.642289452913559,0.20609254463440974,0.2330230761849543
FR,93,1,0.5230352959978856,NA,0.5746261822474603,0.2152296223621465,0.2150336288425011
FR,94,1,0.5297091052206981,NA,0.6361517080613557,0.27473839866932065,0.2731603358466676
FR,96,1,0.7354903096217031,NA,0.8360000924369817,0.21524978143417953,0.22864745822534405
HR,12,1,-0.09109127424812805,0.278111553099211,-0.05743151925673752,0.29432598400634213,0.24446408178875306
HR,13,1,-0.06307985840351667,0.1846918205783681,0.01382256911678862,0.1956677143037624,0.2130208675503039
HR,14,1,0.07541668071867422,0.4957825830222717,0.08950515350146523,0.25959846564000993,0.25317490005446597
HR,21,1,-0.0018090022211554304,0.2860005008383009,0.02536675143177518,0.25269525994338243,0.25205294245025983
HR,22,1,-0.15236724413515118,0.234156879499847,-0.19947019725187923,0.17235043695144972,0.1721416170252814
HR,23,1,0.17589066646366436,0.3659342693515293,0.2507275682491077,0.2231435513142097,0.21847032587873527
HR,24,1,0.019813022854711402,0.3721117566982775,0.06302234208556634,0.23036630920657888,0.2514016893047965
HR,25,1,-0.1815595807131187,0.35990719770835605,-0.09151442026080192,0.2600902699549442,0.2598746776979377
HR,26,1,-0.036644998177179096,0.28780121726799807,9.002429020375376e-4,0.22654883668929218,0.2152636121063766
HR,31,1,0.04205635125097014,0.35635291576882483,0.06503160753729662,0.22345798278710505,0.2276955086746763
HR,32,1,-0.14601076978056285,0.24406267288444292,-0.1948146155244742,0.17162793504199622,0.173028653055236
HR,33,1,-0.035195992023448704,0.30411389071918205,0.011377044398478833,0.2351351579945678,0.24331163690461108
HR,34,1,0.0982404574599504,0.44088035165652334,0.08895397910743992,0.18438490185406806,0.1917560116138421
HR,35,1,-0.12164160647082681,0.3773261755957574,-0.050604187584514744,0.26279265155221615,0.25033411023201657
HR,41,1,0.00976677214947002,0.36279187919856365,0.04786976236242234,0.21358965473498914,0.22007888890575802
HR,42,1,-0.06573379722402603,0.3005671852226563,-0.04844584876997566,0.25188649823761516,0.2562536313099383
HR,43,1,0.01588233951685391,0.41620246656387555,0.04522133126929121,0.22666011263024188,0.23458491600751655
HR,44,1,-0.017667635599470093,0.5666500271460139,-0.01213689843414101,0.21677437818422382,0.22342473279847286
HR,51,1,0.11690220233046703,0.43555360855965614,0.10857432921980154,0.2404340166184292,0.238314812334843
HR,52,1,0.034915342673856375,0.5408302344725971,0.08717222967780089,0.22309724629637687,0.22638151495911119
HR,53,1,-0.0966209794237515,0.25743144927768347,-0.1311790903666192,0.17059887022815975,0.168589853474218
HR,54,1,0.05524880530339412,0.42132250015667405,0.09087531167610534,0.2181796686566775,0.2271638342216441
HR,61,1,-0.3302416868705769,-0.021506205220963637,-0.2818354176139284,-0.19415601444095743,-0.13423809506910198
HR,62,1,-0.330241686870577,-0.021506205220963633,-0.2818354176139284,-0.19415601444095743,-0.1902438371621748
HR,71,1,-0.08874139852492288,0.07302112636512091,0.031067289670774406,0.20358744984069133,0.20087113518437769
HR,72,1,0.09057791368515644,0.3827927546004566,0.11050069479934442,0.21867685572052278,0.2167728606257869
HR,73,1,0.1421442092856153,0.4138998331677804,0.13588738598953132,0.20893166601436527,0.21952040503363573
HR,74,1,-0.017045673998708998,0.21142291207356215,0.05509057423921846,0.22105571622725503,0.21619110908262257
HR,75,1,0.11565217562434287,0.4250016782912024,0.12291958253208224,0.22246297719137853,0.21738428807614973
HR,81,1,0.1324060037133606,0.39873720517878203,0.12562712558842143,0.21705772755029534,0.21652054400345797
HR,82,1,0.10105559625590142,0.3365665338100451,0.11419687066408744,0.21762139604816005,0.21989440056919204
HR,83,1,-0.021456568313304163,0.4695703817200713,-0.0016742941894052768,0.19943470816505865,0.20902411239158486
HR,91,1,0.047878708368121616,0.43044901241263017,0.06253197949973333,0.23986465573960808,0.2330230761849543
HR,92,1,-0.3053449496093167,0.03992894004759876,-0.25916791438493464,-0.13999235896976822,-0.12237825031757464
HR,93,1,0.001561334447396196,0.22455104771164713,0.06362718875192029,0.2109838069028542,0.2150336288425011
HR,94,1,0.1405819506211894,0.4219944100593749,0.11476446259197727,0.30332234176825773,0.2731603358466676
HR,96,1,0.21467783289399922,0.7002523169668664,0.19508832453802338,0.26420860388952877,0.22864745822534405
HU,11,1,-0.03306086226088811,0,-0.009949273920243584,0.1823215567939548,0.22205715776995835
HU,12,1,0.05482031885069684,0.3239613639721895,0.09382476960811564,0.22688314977211563,0.24446408178875306
HU,13,1,0.04583341408150874,0.3254457450302863,0.08717312733784642,0.1970663305614906,0.2130208675503039
HU,14,1,-0.11452832038078069,0.3869914080486099,-0.0919869837633229,0.23444040382719808,0.25317490005446597
HU,21,1,0.09715560007874835,0.44374345124859793,0.15027077152932622,0.24474949126578632,0.25205294245025983
HU,22,1,0.26305323045727336,0.3042655070977193,0.23400701202229834,0.1821792996573846,0.1721416170252814
HU,23,1,0.3531948099523161,0.2293799417036039,0.48018583490477473,0.21997321528428984,0.21847032587873527
HU,24,1,0.15469827617459625,0.4815615381239596,0.22672485010985552,0.2688200614953435,0.2514016893047965
HU,25,1,0.08941710589809763,0.5018645683709051,0.23989271790892988,0.2580647177875555,0.2598746776979377
HU,26,1,0.10326383048040734,0.28120709062092475,0.1632648694697323,0.21842138359638888,0.2152636121063766
HU,31,1,0.03701790239155657,0.38661215863781834,0.06427661493194912,0.2183046569386814,0.2276955086746763
HU,32,1,0.248568399105777,0.267673045997176,0.1991834242034764,0.16553144913877854,0.173028653055236
HU,33,1,0.07631538568963989,0.3486309366013288,0.10682905717222263,0.23276267389655184,0.24331163690461108
HU,34,1,0.1536278204745313,0.22449909288652334,0.16143749131329962,0.17389566413427865,0.1917560116138421
HU,35,1,0.06066143188950283,0.4578115980293559,0.20429128874171465,0.2336091390057774,0.25033411023201657
HU,41,1,0.06872576287629036,0.3105216826629305,0.10660304879316529,0.2096775976371806,0.22007888890575802
HU,42,1,0.0398177605780075,0.3734158908514701,0.08066148162149664,0.24896359929525252,0.2562536313099383
HU,43,1,0.04992864151242303,0.3982499763960271,0.06756641328618199,0.2217740796323462,0.23458491600751655
HU,44,1,-0.049975073411304215,0.2620284263239861,-0.06309182620063802,0.2193098672042869,0.22342473279847286
HU,51,1,-0.08366478475225095,0.18996524840891377,-0.07096657638785986,0.23129727372171444,0.238314812334843
HU,52,1,-0.07857394518631068,0.46937620418594367,-0.048918448001168104,0.22291219129025336,0.22638151495911119
HU,53,1,0.3361484334376877,0.24404299643346344,0.3706080375279273,0.19185024368667128,0.168589853474218
HU,54,1,0.08092591657494384,0.20131561896408362,0.1025175503669774,0.21021150325493204,0.2271638342216441
HU,61,1,-0.145497222445743,0.14232504721800918,-0.20980893820998975,-0.141495973807349,-0.13423809506910198
HU,62,1,-0.19415601444095743,0.11332868530700316,-0.2697539297558329,-0.19415601444095743,-0.1902438371621748
HU,71,1,-0.3776598418983873,0.09814719670371455,-0.2893861463657929,0.19813035815291383,0.20087113518437769
HU,72,1,0.02247723670080135,0.3877279558218046,0.032241882554240875,0.198150166513465,0.2167728606257869
HU,73,1,0.14884562759756514,0.4489502200479033,0.1438235405830781,0.22072107126613294,0.21952040503363573
HU,74,1,-0.1630706721252834,0.27044907157174464,-0.09706287347607456,0.21562674736493356,0.21619110908262257
HU,75,1,0.10659973606744061,0.4354020726127348,0.10430669167698078,0.22676308491703984,0.21738428807614973
HU,81,1,0.13120425361879523,0.429233325868689,0.12240631945397551,0.2197980095104535,0.21652054400345797
HU,82,1,0.14884562759756514,0.4489502200479033,0.1438235405830781,0.22072107126613294,0.21989440056919204
HU,83,1,-0.06583007247065187,0.2970287239158267,-0.07619935490758743,0.18166442854085438,0.20902411239158486
HU,91,1,0.17306619083021144,0.3050805966741145,0.19637124953288876,0.23046295962883004,0.2330230761849543
HU,92,1,-0.07867518204220789,0.11413071332963366,-0.10584566925831969,0.006385454127333389,-0.12237825031757464
HU,93,1,-0.20134056057269248,0.2448355009266887,-0.14949585739787863,0.1994517520338258,0.2150336288425011
HU,94,1,-0.015886164683399515,0.21851445754904839,-0.0027282047767350865,0.26114677901694816,0.2731603358466676
HU,96,1,-0.04261987471951011,0.12419744123803103,-0.043654269391638946,0.22030399507127477,0.22864745822534405
IE,12,1,0.4499494212883786,1.0098432170437286,NA,0.3135296485097321,0.24446408178875306
IE,13,1,0.46765471830575,0.7293831300241218,0.669735834997642,0.21939047107652698,0.2130208675503039
IE,14,1,0.11510636901450541,0.9413666853601385,0.11111417660347357,0.24357779930564846,0.25317490005446597
IE,21,1,0.3085704306992262,0.9021056679881989,0.49026129305189164,0.2608562329608415,0.25205294245025983
IE,22,1,0.5151640253645888,0.30075415401913386,0.7086513670959107,0.16126814759612235,0.1721416170252814
IE,23,1,0.532804530484766,0.3629054936893686,0.6931471805599445,0.22314355131420974,0.21847032587873527
IE,24,1,0.4054724203938197,0.7956273218405633,0.5308714360188692,0.27688747832232036,0.2514016893047965
IE,25,1,0.20476262457780936,0.4983667177435513,0.4818380868927381,0.2690196647114604,0.2598746776979377
IE,26,1,0.32709051636126535,0.7721264143819205,0.585533342324937,0.21675614220698156,0.2152636121063766
IE,31,1,0.3360474138342847,0.9480974409541427,NA,0.21332357714016303,0.2276955086746763
IE,32,1,0.4452587231273278,0.5571502112222587,0.6495929587018601,0.21540013232505176,0.173028653055236
IE,33,1,0.43415721538744284,0.6071357331480676,0.5980417081834766,0.2281577097755116,0.24331163690461108
IE,34,1,0.06058649403908293,0.8189667310218912,0.07160713430948543,0.24181197869576446,0.1917560116138421
IE,35,1,0.15415067982725827,0.4295626596872249,0.4818380868927381,0.26319105244348484,0.25033411023201657
IE,41,1,0.462623521948113,0.3513978868378887,0.6332490389788763,0.1823215567939548,0.22007888890575802
IE,42,1,0.561954970288595,0.98394938034797,NA,0.31015492830383945,0.2562536313099383
IE,43,1,0.44821902126520147,1.0102432570061985,NA,0.31358178535451,0.23458491600751655
IE,44,1,0.4448128142729178,0.6797759873160131,0.6143629214414494,0.2182485994087311,0.22342473279847286
IE,51,1,-0.14976770265511785,0.9114195011847805,-0.4248831939652664,0.24470749152383173,0.238314812334843
IE,52,1,0.4519851237430573,1.0116009116784799,0.5172565140962817,0.2201040282760187,0.22638151495911119
IE,53,1,0.5189717117527931,0.31416946205361473,0.7053048030587135,0.17462389511564913,0.168589853474218
IE,54,1,0.43980362288653657,0.4025704925775075,0.5202456397305686,0.23911082307399745,0.2271638342216441
IE,71,1,0.1856161849599039,1.7718200807711963,0.3437715391028249,0.19729287857546876,0.20087113518437769
IE,72,1,0.42433090789964495,0.7478891175194885,NA,0.22047083468827805,0.2167728606257869
IE,74,1,0.15822400521489408,1.9218125974762528,0.3437715391028249,0.19437383191336338,0.21619110908262257
IE,75,1,0.40546510810816444,0.5679840376059393,NA,0.22072107126613294,0.21738428807614973
IE,81,1,0.40546510810816444,0.5679840376059393,NA,0.22072107126613294,0.21652054400345797
IE,82,1,0.40546510810816444,0.5679840376059393,NA,0.22072107126613294,0.21989440056919204
IE,83,1,0.8494299002618376,1.4184710197168175,0.923127505751275,0.2221881425456323,0.20902411239158486
IE,91,1,0.20452841551404843,0.5631690667472807,0.14946082912849837,0.3190634136944646,0.2330230761849543
IE,93,1,0.45353909503213224,1.366050681501863,0.5923333342503724,0.2114885845675694,0.2150336288425011
IE,94,1,-0.3703737882968944,0.8023464725249373,-0.4248831939652664,0.30332234176825773,0.2731603358466676
IE,96,1,1.0986122886681098,1.4350845252893225,1.1526795099383857,0.2282586519809802,0.22864745822534405
IT,11,1,0.37151834069930517,0.6849069125425352,NA,0.1894294603498703,0.22205715776995835
IT,12,1,0.5471668405076965,0.9600723714437652,NA,0.24849801263344842,0.24446408178875306
IT,13,0.9214380825565912,0.4311329855941524,0.9231964057561151,NA,0.21775846433418317,0.2130208675503039
